,ip,nb_www,nb_com,nb_dslash,http_in_path,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,shortening_service,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_extRedirection,ratio_extErrors,external_favicon,links_in_tags,ratio_intMedia,ratio_extMedia,popup_window,safe_anchor,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,f1,f2,f4,f5,f6,f7,f8,f10,f11,f14,f16,f18,f25,f26,f27
897,0,0,0,0,0,0,0,0,2,0,0,0,4,2,2,2,6,139,5,139,38.0,3.5,72.5,0,0,0,0,0,0,6,0.666666667,0.333333333,0.0,0.5,0,50.0,100.0,0.0,0,0.0,0,1,1,0,146,4967,0,0,1,1,167,12,2,1,0,0,0,0,0,4,1,0,False,0.1437125748502994,0.0
6258,0,1,0,0,0,0,0,0,2,0,0,0,4,4,2,2,0,6,6,0,3.75,3.75,0.0,0,0,0,0,0,0,189,0.968253968,0.031746032,0.0,0.0,1,75.0,0.0,100.0,0,100.0,0,1,1,0,181,4567,1077782,0,0,3,31,22,2,2,0,0,0,0,0,3,1,0,True,0.0,0.0
11407,1,2,1,0,0,1,0,0,3,0,1,0,8,10,3,3,3,32,11,32,8.875,7.0,9.5,1,0,0,1,0,0,52,0.615384615,0.384615385,0.35,0.15,0,93.33333333,20.0,80.0,0,0.0,0,1,1,0,78,2113,0,0,1,1,90,19,4,0,0,0,0,0,0,6,1,0,True,0.32222222222222224,0.0
304,0,0,0,0,0,0,0,0,2,1,0,0,11,0,2,12,2,12,12,8,5.727272727,12.0,5.1,5,0,0,0,1,0,58,1.0,0.0,0.0,0.0,0,100.0,100.0,0.0,0,100.0,0,1,1,0,607,4505,0,0,1,0,85,17,2,1,0,0,0,0,0,10,1,0,False,0.0,0.0
2788,0,0,0,0,0,0,0,0,1,0,0,0,11,1,5,7,5,12,7,12,7.090909091,7.0,7.1,0,0,0,0,0,0,110,0.881818182,0.118181818,0.307692308,0.230769231,0,60.0,0.0,100.0,0,91.07142857,0,0,0,0,493,3159,257467,0,0,4,101,11,1,7,0,0,0,0,0,6,1,0,True,0.04950495049504951,0.0
6670,0,0,0,0,0,0,0,0,2,1,0,0,11,1,1,4,1,29,6,29,8.272727273,5.0,9.0,1,1,0,0,0,0,29,0.344827586,0.655172414,0.0,0.0,1,33.33333333,0.0,100.0,0,0.0,0,1,1,0,2976,8346,1,0,1,10,113,15,2,1,0,1,0,1,1,7,1,0,True,0.08849557522123894,0.0
5145,0,1,0,0,0,0,0,0,3,0,0,0,2,4,3,3,0,13,13,0,8.0,8.0,0.0,0,0,0,0,0,0,307,0.986970684,0.013029316,0.25,0.0,0,100.0,96.42857143,3.571428571,0,72.72727273,0,1,1,0,174,8227,71252,0,0,5,31,24,3,0,0,0,0,0,0,2,1,0,False,0.0,0.0
5291,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,6,1,17,17,1,8.0,11.5,1.0,0,1,0,0,0,0,51,0.803921569,0.196078431,0.0,0.0,0,100.0,0.0,0.0,0,80.0,0,1,0,0,1048,5160,9506221,0,0,8,41,28,2,0,0,0,0,1,2,3,1,0,True,0.0,0.0
5813,0,1,1,0,1,0,0,0,3,0,0,0,19,5,2,10,2,10,10,9,4.736842105,10.0,4.444444444,1,0,0,1,0,0,28,0.642857143,0.357142857,1.0,0.1,0,100.0,100.0,0.0,0,0.0,0,1,1,1,0,-1,0,0,1,0,122,17,16,2,0,0,0,0,1,3,1,0,False,0.04918032786885246,0.0
1761,0,1,0,0,0,0,0,0,2,0,0,0,2,4,3,3,0,12,12,0,7.5,7.5,0.0,0,0,0,0,0,0,39,0.538461538,0.461538462,0.333333333,0.0,0,80.0,100.0,0.0,0,19.04761905,0,1,0,0,14,3639,2923557,0,0,4,28,20,2,0,0,0,0,0,0,3,1,0,False,0.0,0.0
6963,0,0,0,0,0,0,0,0,2,0,0,0,11,1,2,13,2,13,13,13,6.181818182,13.0,5.5,0,0,0,0,0,0,4,1.0,0.0,0.0,0.0,0,100.0,0.0,0.0,0,100.0,0,1,0,0,315,1877,0,0,1,1,90,17,2,0,0,1,0,1,0,10,1,0,False,0.05555555555555555,0.0
4071,1,1,0,0,0,0,0,0,2,0,0,0,5,6,2,3,2,32,19,32,13.2,11.0,14.66666667,0,0,0,0,0,0,30,0.966666667,0.033333333,0.0,0.0,0,100.0,80.0,20.0,0,100.0,0,1,0,0,76,5767,0,0,1,2,81,27,2,0,0,0,0,0,0,5,1,0,False,0.2716049382716049,0.0
2156,0,1,0,0,0,0,0,0,2,0,0,0,6,4,3,3,4,17,9,17,7.0,5.25,10.5,0,0,0,0,0,0,63,0.936507937,0.063492063,0.0,0.0,0,42.85714286,100.0,0.0,0,100.0,0,1,0,0,1963,2784,71132,0,0,3,58,28,2,2,0,0,0,0,0,4,1,0,False,0.0,0.0
9415,0,1,0,0,0,0,0,0,2,1,0,0,3,4,3,3,0,5,5,0,4.333333333,4.333333333,0.0,0,0,0,0,0,0,72,0.847222222,0.152777778,0.818181818,0.181818182,0,25.0,80.0,20.0,0,0.0,0,1,0,0,-1,-1,1611338,0,0,4,27,19,2,1,0,0,0,0,0,3,1,0,False,0.0,0.0
6139,0,1,1,0,1,0,0,0,3,0,1,0,7,4,3,3,3,7,5,7,4.714285714,4.0,5.0,0,0,0,1,0,0,14,0.785714286,0.214285714,0.0,0.0,1,83.33333333,100.0,0.0,0,0.0,0,1,1,0,184,4565,7521365,0,1,4,55,13,4,2,0,0,0,0,0,6,2,0,True,0.05454545454545454,0.0
7603,0,1,0,0,0,0,0,0,3,0,0,0,5,3,3,3,3,10,10,9,6.0,6.5,5.666666667,0,0,0,0,0,0,108,0.907407407,0.092592593,0.2,0.0,0,90.47619048,90.0,10.0,0,0.0,0,1,1,0,1425,4054,38621,0,0,5,45,18,3,1,0,0,0,0,0,3,1,0,False,0.0,0.0
10645,0,1,0,0,0,0,0,0,2,0,0,0,2,3,3,3,0,19,19,0,11.0,11.0,0.0,0,0,0,0,0,0,24,0.125,0.875,0.714285714,0.047619048,1,13.33333333,0.0,0.0,0,16.66666667,0,1,0,0,82,3206,379479,0,0,1,35,27,2,0,0,0,0,0,0,3,1,0,False,0.0,0.0
6042,0,1,0,0,0,0,0,0,2,0,0,0,2,3,3,3,0,6,6,0,4.5,4.5,0.0,0,0,0,0,0,0,28,0.75,0.25,0.0,0.142857143,1,70.0,0.0,100.0,0,87.5,0,0,1,0,144,2598,0,0,0,4,21,13,2,0,0,0,0,0,0,3,1,0,False,0.0,0.0
4001,0,1,0,0,0,0,0,0,2,0,0,0,12,4,1,3,1,10,10,10,5.75,6.5,5.6,0,0,0,0,0,0,96,0.9375,0.0625,0.0,0.0,1,92.85714286,100.0,0.0,0,72.72727273,0,1,0,0,987,4491,2895,0,1,5,91,18,2,8,0,0,0,0,0,4,1,0,False,0.0,0.0
8345,0,0,0,0,0,0,0,1,2,0,0,0,3,2,3,10,3,11,11,3,8.0,10.5,3.0,0,0,0,0,0,0,8,1.0,0.0,0.0,0.0,0,100.0,0.0,0.0,0,0.0,0,0,0,0,122,1338,22211,0,1,6,36,25,2,0,0,0,0,0,0,3,1,0,False,0.2222222222222222,0.32
